,u,v
282,1625,2260
283,1635,2260
284,2153,2260
285,2260,2282
286,1264,2260
287,1009,2260
288,2260,2294
289,1911,2260
290,1625,2136
291,1635,2136
292,2136,2153
293,2136,2282
294,1264,2136
295,1009,2136
296,2136,2294
297,1911,2136
298,1625,1635
299,1625,2153
300,1625,2282
301,1264,1625
302,1009,1625
303,1625,2294
304,1625,1911
305,1635,2153
306,1635,2282
307,1264,1635
308,1009,1635
309,1635,2294
310,1635,1911
311,2153,2282
312,1264,2153
313,1009,2153
314,2153,2294
315,1911,2153
316,1264,2282
317,1009,2282
318,2282,2294
319,1911,2282
320,1009,1264
321,1264,2294
322,1264,1911
323,1009,2294
324,1009,1911
325,1911,2294
326,0,1152
327,0,2368
328,0,1188
329,0,870
330,0,583
331,0,1963
332,0,332
333,0,557
334,0,241
335,0,1076
336,0,886
337,0,1951
338,0,1018
339,0,155
340,0,2108
341,0,894
342,0,763
343,1152,2368
344,1152,1188
345,870,1152
346,583,1152
347,1152,1963
348,332,1152
349,557,1152
350,241,1152
351,1076,1152
352,886,1152
353,1152,1951
354,1018,1152
355,155,1152
356,1152,2108
357,894,1152
358,763,1152
359,1188,2368
360,870,2368
361,583,2368
362,1963,2368
363,332,2368
364,557,2368
365,241,2368
366,1076,2368
367,886,2368
368,1951,2368
369,1018,2368
370,155,2368
371,2108,2368
372,894,2368
373,763,2368
374,870,1188
375,583,1188
376,1188,1963
377,332,1188
378,557,1188
379,241,1188
380,1076,1188
381,886,1188
382,1188,1951
383,1018,1188
384,155,1188
385,1188,2108
386,894,1188
387,763,1188
388,583,870
389,870,1963
390,332,870
391,557,870
392,241,870
393,870,1076
394,870,886
395,870,1951
396,870,1018
397,155,870
398,870,2108
399,870,894
400,763,870
401,583,1963
402,332,583
403,557,583
404,241,583
405,583,1076
406,583,886
407,583,1951
408,583,1018
409,155,583
410,583,2108
411,583,894
412,583,763
413,332,1963
414,557,1963
415,241,1963
416,1076,1963
417,886,1963
418,1951,1963
419,1018,1963
420,155,1963
421,1963,2108
422,894,1963
423,763,1963
424,332,557
425,241,332
426,332,1076
427,332,886
428,332,1951
429,332,1018
430,155,332
431,332,2108
432,332,894
433,332,763
434,241,557
435,557,1076
436,557,886
437,557,1951
438,557,1018
439,155,557
440,557,2108
441,557,894
442,557,763
443,241,1076
444,241,886
445,241,1951
446,241,1018
447,155,241
448,241,2108
449,241,894
450,241,763
451,886,1076
452,1076,1951
453,1018,1076
454,155,1076
455,1076,2108
456,894,1076
457,763,1076
458,886,1951
459,886,1018
460,155,886
461,886,2108
462,886,894
463,763,886
464,1018,1951
465,155,1951
466,1951,2108
467,894,1951
468,763,1951
469,155,1018
470,1018,2108
471,894,1018
472,763,1018
473,155,2108
474,155,894
475,155,763
476,894,2108
477,763,2108
478,763,894
479,0,785
480,1,3
481,1,1444
482,1,5
483,1,6
484,1,956
485,1,747
486,1,1841
487,1,1075
488,1,342
489,1,59
490,1,380
491,1,2013
492,1,606
493,3,1444
494,3,5
495,3,6
496,3,956
497,3,747
498,3,1841
499,3,1075
500,3,342
501,3,59
502,3,380
503,3,2013
504,3,606
505,5,1444
506,6,1444
507,956,1444
508,747,1444
509,1444,1841
510,1075,1444
511,342,1444
512,59,1444
513,380,1444
514,1444,2013
515,606,1444
516,5,6
517,5,956
518,5,747
519,5,1841
520,5,1075
521,5,342
522,5,59
523,5,380
524,5,2013
525,5,606
526,6,956
527,6,747
528,6,1841
529,6,1075
530,6,342
531,6,59
532,6,380
533,6,2013
534,6,606
535,747,956
536,956,1841
537,956,1075
538,342,956
539,59,956
540,380,956
541,956,2013
542,606,956
543,747,1841
544,747,1075
545,342,747
546,59,747
547,380,747
548,747,2013
549,606,747
550,1075,1841
551,342,1841
552,59,1841
553,380,1841
554,1841,2013
555,606,1841
556,342,1075
557,59,1075
558,380,1075
559,1075,2013
560,606,1075
561,59,342
562,342,380
563,342,2013
564,342,606
565,59,380
566,59,2013
567,59,606
568,380,2013
569,380,606
570,606,2013
571,1,1410
572,1,1896
573,1,1170
574,1,1331
575,1,2046
576,1,1690
577,1,1278
578,1,2334
579,1410,1896
580,1170,1410
581,1331,1410
582,1410,2046
583,1410,1690
584,1278,1410
585,1410,2334
586,1170,1896
587,1331,1896
588,1896,2046
589,1690,1896
590,1278,1896
591,1896,2334
592,1170,1331
593,1170,2046
594,1170,1690
595,1170,1278
596,1170,2334
597,1331,2046
598,1331,1690
599,1278,1331
600,1331,2334
601,1690,2046
602,1278,2046
603,2046,2334
604,1278,1690
605,1690,2334
606,1278,2334
607,1,2179
608,1,650
609,1,2065
610,1,2322
611,1,28
612,1,297
613,1,1838
614,1,1199
615,1,1712
616,1,180
617,1,2358
618,1,1338
619,1,2235
620,1,2127
621,1,982
622,1,2006
623,1,1244
624,1,1637
625,1,2284
626,1,628
627,1,1528
628,1,2042
629,1,1148
630,1,1661
631,650,2179
632,2065,2179
633,2179,2322
634,28,2179
635,297,2179
636,1838,2179
637,1199,2179
638,1712,2179
639,1841,2179
640,180,2179
641,2179,2358
642,1338,2179
643,2179,2235
644,2127,2179
645,982,2179
646,2006,2179
647,1244,2179
648,1637,2179
649,747,2179
650,2179,2284
651,628,2179
652,1528,2179
653,2042,2179
654,1148,2179
655,1661,2179
656,650,2065
657,650,2322
658,28,650
659,297,650
660,650,1838
661,650,1199
662,650,1712
663,650,1841
664,180,650
665,650,2358
666,650,1338
667,650,2235
668,650,2127
669,650,982
670,650,2006
671,650,1244
672,650,1637
673,650,747
674,650,2284
675,628,650
676,650,1528
677,650,2042
678,650,1148
679,650,1661
680,2065,2322
681,28,2065
682,297,2065
683,1838,2065
684,1199,2065
685,1712,2065
686,1841,2065
687,180,2065
688,2065,2358
689,1338,2065
690,2065,2235
691,2065,2127
692,982,2065
693,2006,2065
694,1244,2065
695,1637,2065
696,747,2065
697,2065,2284
698,628,2065
699,1528,2065
700,2042,2065
701,1148,2065
702,1661,2065
703,28,2322
704,297,2322
705,1838,2322
706,1199,2322
707,1712,2322
708,1841,2322
709,180,2322
710,2322,2358
711,1338,2322
712,2235,2322
713,2127,2322
714,982,2322
715,2006,2322
716,1244,2322
717,1637,2322
718,747,2322
719,2284,2322
720,628,2322
721,1528,2322
722,2042,2322
723,1148,2322
724,1661,2322
725,28,297
726,28,1838
727,28,1199
728,28,1712
729,28,1841
730,28,180
731,28,2358
732,28,1338
733,28,2235
734,28,2127
735,28,982
736,28,2006
737,28,1244
738,28,1637
739,28,747
740,28,2284
741,28,628
742,28,1528
743,28,2042
744,28,1148
745,28,1661
746,297,1838
747,297,1199
748,297,1712
749,297,1841
750,180,297
751,297,2358
752,297,1338
753,297,2235
754,297,2127
755,297,982
756,297,2006
757,297,1244
758,297,1637
759,297,747
760,297,2284
761,297,628
762,297,1528
763,297,2042
764,297,1148
765,297,1661
766,1199,1838
767,1712,1838
768,1838,1841
769,180,1838
770,1838,2358
771,1338,1838
772,1838,2235
773,1838,2127
774,982,1838
775,1838,2006
776,1244,1838
777,1637,1838
778,747,1838
779,1838,2284
780,628,1838
781,1528,1838
782,1838,2042
783,1148,1838
784,1661,1838
785,1199,1712
786,1199,1841
787,180,1199
788,1199,2358
789,1199,1338
790,1199,2235
791,1199,2127
792,982,1199
793,1199,2006
794,1199,1244
795,1199,1637
796,747,1199
797,1199,2284
798,628,1199
799,1199,1528
800,1199,2042
801,1148,1199
802,1199,1661
803,1712,1841
804,180,1712
805,1712,2358
806,1338,1712
807,1712,2235
808,1712,2127
809,982,1712
810,1712,2006
811,1244,1712
812,1637,1712
813,747,1712
814,1712,2284
815,628,1712
816,1528,1712
817,1712,2042
818,1148,1712
819,1661,1712
820,180,1841
821,1841,2358
822,1338,1841
823,1841,2235
824,1841,2127
825,982,1841
826,1841,2006
827,1244,1841
828,1637,1841
829,1841,2284
830,628,1841
831,1528,1841
832,1841,2042
833,1148,1841
834,1661,1841
835,180,2358
836,180,1338
837,180,2235
838,180,2127
839,180,982
840,180,2006
841,180,1244
842,180,1637
843,180,747
844,180,2284
845,180,628
846,180,1528
847,180,2042
848,180,1148
849,180,1661
850,1338,2358
851,2235,2358
852,2127,2358
853,982,2358
854,2006,2358
855,1244,2358
856,1637,2358
857,747,2358
858,2284,2358
859,628,2358
860,1528,2358
861,2042,2358
862,1148,2358
863,1661,2358
864,1338,2235
865,1338,2127
866,982,1338
867,1338,2006
868,1244,1338
869,1338,1637
870,747,1338
871,1338,2284
872,628,1338
873,1338,1528
874,1338,2042
875,1148,1338
876,1338,1661
877,2127,2235
878,982,2235
879,2006,2235
880,1244,2235
881,1637,2235
882,747,2235
883,2235,2284
884,628,2235
885,1528,2235
886,2042,2235
887,1148,2235
888,1661,2235
889,982,2127
890,2006,2127
891,1244,2127
892,1637,2127
893,747,2127
894,2127,2284
895,628,2127
896,1528,2127
897,2042,2127
898,1148,2127
899,1661,2127
900,982,2006
901,982,1244
902,982,1637
903,747,982
904,982,2284
905,628,982
906,982,1528
907,982,2042
908,982,1148
909,982,1661
910,1244,2006
911,1637,2006
912,747,2006
913,2006,2284
914,628,2006
915,1528,2006
916,2006,2042
917,1148,2006
918,1661,2006
919,1244,1637
920,747,1244
921,1244,2284
922,628,1244
923,1244,1528
924,1244,2042
925,1148,1244
926,1244,1661
927,747,1637
928,1637,2284
929,628,1637
930,1528,1637
931,1637,2042
932,1148,1637
933,1637,1661
934,747,2284
935,628,747
936,747,1528
937,747,2042
938,747,1148
939,747,1661
940,628,2284
941,1528,2284
942,2042,2284
943,1148,2284
944,1661,2284
945,628,1528
946,628,2042
947,628,1148
948,628,1661
949,1528,2042
950,1148,1528
951,1528,1661
952,1148,2042
953,1661,2042
954,1148,1661
955,1,448
956,448,1538
957,1,1538
958,1,1163
959,1,908
960,1,2061
961,1,1936
962,1,19
963,1,663
964,1,1309
965,1,2206
966,1,43
967,1,51
968,1,56
969,1,1339
970,1,2001
971,1,1751
972,1,1122
973,1,1768
974,1,748
975,1,1902
976,1,1904
977,1,1777
978,1,1905
979,1,1145
980,1,890
981,908,1163
982,1163,2061
983,1163,1936
984,19,1163
985,663,1163
986,1163,1309
987,1163,2206
988,43,1163
989,51,1163
990,56,1163
991,1163,1339
992,1163,2001
993,1163,1751
994,1122,1163
995,1163,1768
996,748,1163
997,1163,1902
998,1163,1904
999,1163,1777
1000,1163,1905
1001,1145,1163
1002,890,1163
1003,908,2061
1004,908,1936
1005,19,908
1006,663,908
1007,908,1309
1008,908,2206
1009,43,908
1010,51,908
1011,56,908
1012,908,1339
1013,908,2001
1014,908,1751
1015,908,1122
1016,908,1768
1017,748,908
1018,908,1902
1019,908,1904
1020,908,1777
1021,908,1905
1022,908,1145
1023,890,908
1024,1936,2061
1025,19,2061
1026,663,2061
1027,1309,2061
1028,2061,2206
1029,43,2061
1030,51,2061
1031,56,2061
1032,1339,2061
1033,2001,2061
1034,1751,2061
1035,1122,2061
1036,1768,2061
1037,748,2061
1038,1902,2061
1039,1904,2061
1040,1777,2061
1041,1905,2061
1042,1145,2061
1043,890,2061
1044,19,1936
1045,663,1936
1046,1309,1936
1047,1936,2206
1048,43,1936
1049,51,1936
1050,56,1936
1051,1339,1936
1052,1936,2001
1053,1751,1936
1054,1122,1936
1055,1768,1936
1056,748,1936
1057,1902,1936
1058,1904,1936
1059,1777,1936
1060,1905,1936
1061,1145,1936
1062,890,1936
1063,19,663
1064,19,1309
1065,19,2206
1066,19,43
1067,19,51
1068,19,56
1069,19,1339
1070,19,2001
1071,19,1751
1072,19,1122
1073,19,1768
1074,19,748
1075,19,1902
1076,19,1904
1077,19,1777
1078,19,1905
1079,19,1145
1080,19,890
1081,663,1309
1082,663,2206
1083,43,663
1084,51,663
1085,56,663
1086,663,1339
1087,663,2001
1088,663,1751
1089,663,1122
1090,663,1768
1091,663,748
1092,663,1902
1093,663,1904
1094,663,1777
1095,663,1905
1096,663,1145
1097,663,890
1098,1309,2206
1099,43,1309
1100,51,1309
1101,56,1309
1102,1309,1339
1103,1309,2001
1104,1309,1751
1105,1122,1309
1106,1309,1768
1107,748,1309
1108,1309,1902
1109,1309,1904
1110,1309,1777
1111,1309,1905
1112,1145,1309
1113,890,1309
1114,43,2206
1115,51,2206
1116,56,2206
1117,1339,2206
1118,2001,2206
1119,1751,2206
1120,1122,2206
1121,1768,2206
1122,748,2206
1123,1902,2206
1124,1904,2206
1125,1777,2206
1126,1905,2206
1127,1145,2206
1128,890,2206
1129,43,51
1130,43,56
1131,43,1339
1132,43,2001
1133,43,1751
1134,43,1122
1135,43,1768
1136,43,748
1137,43,1902
1138,43,1904
1139,43,1777
1140,43,1905
1141,43,1145
1142,43,890
1143,51,56
1144,51,1339
1145,51,2001
1146,51,1751
1147,51,1122
1148,51,1768
1149,51,748
1150,51,1902
1151,51,1904
1152,51,1777
1153,51,1905
1154,51,1145
1155,51,890
1156,56,1339
1157,56,2001
1158,56,1751
1159,56,1122
1160,56,1768
1161,56,748
1162,56,1902
1163,56,1904
1164,56,1777
1165,56,1905
1166,56,1145
1167,56,890
1168,1339,2001
1169,1339,1751
1170,1122,1339
1171,1339,1768
1172,748,1339
1173,1339,1902
1174,1339,1904
1175,1339,1777
1176,1339,1905
1177,1145,1339
1178,890,1339
1179,1751,2001
1180,1122,2001
1181,1768,2001
1182,748,2001
1183,1902,2001
1184,1904,2001
1185,1777,2001
1186,1905,2001
1187,1145,2001
1188,890,2001
1189,1122,1751
1190,1751,1768
1191,748,1751
1192,1751,1902
1193,1751,1904
1194,1751,1777
1195,1751,1905
1196,1145,1751
1197,890,1751
1198,1122,1768
1199,748,1122
1200,1122,1902
1201,1122,1904
1202,1122,1777
1203,1122,1905
1204,1122,1145
1205,890,1122
1206,748,1768
1207,1768,1902
1208,1768,1904
1209,1768,1777
1210,1768,1905
1211,1145,1768
1212,890,1768
1213,748,1902
1214,748,1904
1215,748,1777
1216,748,1905
1217,748,1145
1218,748,890
1219,1902,1904
1220,1777,1902
1221,1902,1905
1222,1145,1902
1223,890,1902
1224,1777,1904
1225,1904,1905
1226,1145,1904
1227,890,1904
1228,1777,1905
1229,1145,1777
1230,890,1777
1231,1145,1905
1232,890,1905
1233,890,1145
1234,2,3
1235,2,132
1236,2,130
1237,2,2051
1238,2,139
1239,2,2315
1240,2,1168
1241,2,2196
1242,2,1689
1243,2,159
1244,2,160
1245,2,1695
1246,2,164
1247,2,1192
1248,2,1195
1249,2,1835
1250,2,942
1251,2,432
1252,2,1202
1253,2,1078
1254,2,1718
1255,2,2233
1256,2,956
1257,2,2113
1258,2,196
1259,2,1861
1260,2,710
1261,2,1735
1262,2,333
1263,2,976
1264,2,2257
1265,2,468
1266,2,471
1267,2,1754
1268,2,1755
1269,2,604
1270,2,2150
1271,2,747
1272,2,2027
1273,2,1647
1274,2,888
1275,3,132
1276,3,130
1277,3,2051
1278,3,139
1279,3,2315
1280,3,1168
1281,3,2196
1282,3,1689
1283,3,159
1284,3,160
1285,3,1695
1286,3,164
1287,3,1192
1288,3,1195
1289,3,1835
1290,3,942
1291,3,432
1292,3,1202
1293,3,1078
1294,3,1718
1295,3,2233
1296,3,2113
1297,3,196
1298,3,1861
1299,3,710
1300,3,1735
1301,3,333
1302,3,976
1303,3,2257
1304,3,468
1305,3,471
1306,3,1754
1307,3,1755
1308,3,604
1309,3,2150
1310,3,2027
1311,3,1647
1312,3,888
1313,130,132
1314,132,2051
1315,132,139
1316,132,2315
1317,132,1168
1318,132,2196
1319,132,1689
1320,132,159
1321,132,160
1322,132,1695
1323,132,164
1324,132,1192
1325,132,1195
1326,132,1835
1327,132,942
1328,132,432
1329,132,1202
1330,132,1078
1331,132,1718
1332,132,2233
1333,132,956
1334,132,2113
1335,132,196
1336,132,1861
1337,132,710
1338,132,1735
1339,132,333
1340,132,976
1341,132,2257
1342,132,468
1343,132,471
1344,132,1754
1345,132,1755
1346,132,604
1347,132,2150
1348,132,747
1349,132,2027
1350,132,1647
1351,132,888
1352,130,2051
1353,130,139
1354,130,2315
1355,130,1168
1356,130,2196
1357,130,1689
1358,130,159
1359,130,160
1360,130,1695
1361,130,164
1362,130,1192
1363,130,1195
1364,130,1835
1365,130,942
1366,130,432
1367,130,1202
1368,130,1078
1369,130,1718
1370,130,2233
1371,130,956
1372,130,2113
1373,130,196
1374,130,1861
1375,130,710
1376,130,1735
1377,130,333
1378,130,976
1379,130,2257
1380,130,468
1381,130,471
1382,130,1754
1383,130,1755
1384,130,604
1385,130,2150
1386,130,747
1387,130,2027
1388,130,1647
1389,130,888
1390,139,2051
1391,2051,2315
1392,1168,2051
1393,2051,2196
1394,1689,2051
1395,159,2051
1396,160,2051
1397,1695,2051
1398,164,2051
1399,1192,2051
1400,1195,2051
1401,1835,2051
1402,942,2051
1403,432,2051
1404,1202,2051
1405,1078,2051
1406,1718,2051
1407,2051,2233
1408,956,2051
1409,2051,2113
1410,196,2051
1411,1861,2051
1412,710,2051
1413,1735,2051
1414,333,2051
1415,976,2051
1416,2051,2257
1417,468,2051
1418,471,2051
1419,1754,2051
1420,1755,2051
1421,604,2051
1422,2051,2150
1423,747,2051
1424,2027,2051
1425,1647,2051
1426,888,2051
1427,139,2315
1428,139,1168
1429,139,2196
1430,139,1689
1431,139,159
1432,139,160
1433,139,1695
1434,139,164
1435,139,1192
1436,139,1195
1437,139,1835
1438,139,942
1439,139,432
1440,139,1202
1441,139,1078
1442,139,1718
1443,139,2233
1444,139,956
1445,139,2113
1446,139,196
1447,139,1861
1448,139,710
1449,139,1735
1450,139,333
1451,139,976
1452,139,2257
1453,139,468
1454,139,471
1455,139,1754
1456,139,1755
1457,139,604
1458,139,2150
1459,139,747
1460,139,2027
1461,139,1647
1462,139,888
1463,1168,2315
1464,2196,2315
1465,1689,2315
1466,159,2315
1467,160,2315
1468,1695,2315
1469,164,2315
1470,1192,2315
1471,1195,2315
1472,1835,2315
1473,942,2315
1474,432,2315
1475,1202,2315
1476,1078,2315
1477,1718,2315
1478,2233,2315
1479,956,2315
1480,2113,2315
1481,196,2315
1482,1861,2315
1483,710,2315
1484,1735,2315
1485,333,2315
1486,976,2315
1487,2257,2315
1488,468,2315
1489,471,2315
1490,1754,2315
1491,1755,2315
1492,604,2315
1493,2150,2315
1494,747,2315
1495,2027,2315
1496,1647,2315
1497,888,2315
1498,1168,2196
1499,1168,1689
1500,159,1168
1501,160,1168
1502,1168,1695
1503,164,1168
1504,1168,1192
1505,1168,1195
1506,1168,1835
1507,942,1168
1508,432,1168
1509,1168,1202
1510,1078,1168
1511,1168,1718
1512,1168,2233
1513,956,1168
1514,1168,2113
1515,196,1168
1516,1168,1861
1517,710,1168
1518,1168,1735
1519,333,1168
1520,976,1168
1521,1168,2257
1522,468,1168
1523,471,1168
1524,1168,1754
1525,1168,1755
1526,604,1168
1527,1168,2150
1528,747,1168
1529,1168,2027
1530,1168,1647
1531,888,1168
1532,1689,2196
1533,159,2196
1534,160,2196
1535,1695,2196
1536,164,2196
1537,1192,2196
1538,1195,2196
1539,1835,2196
1540,942,2196
1541,432,2196
1542,1202,2196
1543,1078,2196
1544,1718,2196
1545,2196,2233
1546,956,2196
1547,2113,2196
1548,196,2196
1549,1861,2196
1550,710,2196
1551,1735,2196
1552,333,2196
1553,976,2196
1554,2196,2257
1555,468,2196
1556,471,2196
1557,1754,2196
1558,1755,2196
1559,604,2196
1560,2150,2196
1561,747,2196
1562,2027,2196
1563,1647,2196
1564,888,2196
1565,159,1689
1566,160,1689
1567,1689,1695
1568,164,1689
1569,1192,1689
1570,1195,1689
1571,1689,1835
1572,942,1689
1573,432,1689
1574,1202,1689
1575,1078,1689
1576,1689,1718
1577,1689,2233
1578,956,1689
1579,1689,2113
1580,196,1689
1581,1689,1861
1582,710,1689
1583,1689,1735
1584,333,1689
1585,976,1689
1586,1689,2257
1587,468,1689
1588,471,1689
1589,1689,1754
1590,1689,1755
1591,604,1689
1592,1689,2150
1593,747,1689
1594,1689,2027
1595,1647,1689
1596,888,1689
1597,159,160
1598,159,1695
1599,159,164
1600,159,1192
1601,159,1195
1602,159,1835
1603,159,942
1604,159,432
1605,159,1202
1606,159,1078
1607,159,1718
1608,159,2233
1609,159,956
1610,159,2113
1611,159,196
1612,159,1861
1613,159,710
1614,159,1735
1615,159,333
1616,159,976
1617,159,2257
1618,159,468
1619,159,471
1620,159,1754
1621,159,1755
1622,159,604
1623,159,2150
1624,159,747
1625,159,2027
1626,159,1647
1627,159,888
1628,160,1695
1629,160,164
1630,160,1192
1631,160,1195
1632,160,1835
1633,160,942
1634,160,432
1635,160,1202
1636,160,1078
1637,160,1718
1638,160,2233
1639,160,956
1640,160,2113
1641,160,196
1642,160,1861
1643,160,710
1644,160,1735
1645,160,333
1646,160,976
1647,160,2257
1648,160,468
1649,160,471
1650,160,1754
1651,160,1755
1652,160,604
1653,160,2150
1654,160,747
1655,160,2027
1656,160,1647
1657,160,888
1658,164,1695
1659,1192,1695
1660,1195,1695
1661,1695,1835
1662,942,1695
1663,432,1695
1664,1202,1695
1665,1078,1695
1666,1695,1718
1667,1695,2233
1668,956,1695
1669,1695,2113
1670,196,1695
1671,1695,1861
1672,710,1695
1673,1695,1735
1674,333,1695
1675,976,1695
1676,1695,2257
1677,468,1695
1678,471,1695
1679,1695,1754
1680,1695,1755
1681,604,1695
1682,1695,2150
1683,747,1695
1684,1695,2027
1685,1647,1695
1686,888,1695
1687,164,1192
1688,164,1195
1689,164,1835
1690,164,942
1691,164,432
1692,164,1202
1693,164,1078
1694,164,1718
1695,164,2233
1696,164,956
1697,164,2113
1698,164,196
1699,164,1861
1700,164,710
1701,164,1735
1702,164,333
1703,164,976
1704,164,2257
1705,164,468
1706,164,471
1707,164,1754
1708,164,1755
1709,164,604
1710,164,2150
1711,164,747
1712,164,2027
1713,164,1647
1714,164,888
1715,1192,1195
1716,1192,1835
1717,942,1192
1718,432,1192
1719,1192,1202
1720,1078,1192
1721,1192,1718
1722,1192,2233
1723,956,1192
1724,1192,2113
1725,196,1192
1726,1192,1861
1727,710,1192
1728,1192,1735
1729,333,1192
1730,976,1192
1731,1192,2257
1732,468,1192
1733,471,1192
1734,1192,1754
1735,1192,1755
1736,604,1192
1737,1192,2150
1738,747,1192
1739,1192,2027
1740,1192,1647
1741,888,1192
1742,1195,1835
1743,942,1195
1744,432,1195
1745,1195,1202
1746,1078,1195
1747,1195,1718
1748,1195,2233
1749,956,1195
1750,1195,2113
1751,196,1195
1752,1195,1861
1753,710,1195
1754,1195,1735
1755,333,1195
1756,976,1195
1757,1195,2257
1758,468,1195
1759,471,1195
1760,1195,1754
1761,1195,1755
1762,604,1195
1763,1195,2150
1764,747,1195
1765,1195,2027
1766,1195,1647
1767,888,1195
1768,942,1835
1769,432,1835
1770,1202,1835
1771,1078,1835
1772,1718,1835
1773,1835,2233
1774,956,1835
1775,1835,2113
1776,196,1835
1777,1835,1861
1778,710,1835
1779,1735,1835
1780,333,1835
1781,976,1835
1782,1835,2257
1783,468,1835
1784,471,1835
1785,1754,1835
1786,1755,1835
1787,604,1835
1788,1835,2150
1789,747,1835
1790,1835,2027
1791,1647,1835
1792,888,1835
1793,432,942
1794,942,1202
1795,942,1078
1796,942,1718
1797,942,2233
1798,942,956
1799,942,2113
1800,196,942
1801,942,1861
1802,710,942
1803,942,1735
1804,333,942
1805,942,976
1806,942,2257
1807,468,942
1808,471,942
1809,942,1754
1810,942,1755
1811,604,942
1812,942,2150
1813,747,942
1814,942,2027
1815,942,1647
1816,888,942
1817,432,1202
1818,432,1078
1819,432,1718
1820,432,2233
1821,432,956
1822,432,2113
